text,labels
An oral tablet that will administer the COVID-19 vaccine may allow people to vaccinate at home.,1
"An Instagram post claims that a new Centers for Disease Control and Prevention (CDC) report ""shows that 94% of COVID-19 deaths in the US had underlying medical conditions"".",1
‘Allahu Akbar’ chanted in Italy due to COVID-19 pandemic,1
As study by Johns Hopkins ranked Uttar Pradesh as a topper in Covid Management,1
"Says that to help people in need during the coronavirus pandemic, Mike Garcia said: ""Everyone should have to figure out how to fend for themselves.""",1
"China seeks court approval to kill over 20,000 Coronavirus patients",1
A letter sent by a Liverpool school claimed consent wasn’t needed to test children for Covid-19 during a city-wide testing scheme.,1
A video shows a member of the Maasai tribe whipping people in Kenya who refused to obey the government's self-quarantine orders during the COVID-19 pandemic.,1
Face masks are aimed at protecting the wearer from COVID-19,1
Sri Lankan Opposition Leader said he has no faith in local Covid-19 cure,1
Consuming silver particles kills novel coronavirus,1
A video shows a group of young children in China wearing hazmat suits to protect them against COVID-19.,1
Florida will provide COVID-19 vaccinations to Canadian visitors specifically to increase tourism in the state.,1
A doctor offered a COVID-19 vaccine in September 2020.,1
Five JetBlue pilots died from the COVID-19 vaccine.,1
Some mouthwashes could help curb coronavirus,1
Thai tourists can get free Covid-19 vaccines in neighbouring Laos,1
'The Phantom' comic book referred to COVID-19 in 1957.,1
"“You don’t need masks, there is a cure [for COVID-19] ... It is called hydroxychloroquine, zinc, and Zithromax”",1
Says coronavirus is just “the damn flu”,1
Hank Aaron and Marvelous Marvin Hagler died “after taking the COVID-19 vaccine.”,1
Put a small pea-sized amount of antibiotic ointment like mupirocin inside your nostrils. The ointment will kill any infectious germs when you breathe and should kill the coronavirus before it gets to your lungs.,1
"In late August 2021, Detroit Zoo officials began vaccinating some animals against COVID-19.",1
Most people vaccinated against Covid-19 with mRNA shots will experience blood clots,1
COVID-19 vaccines contain graphene and living organisms made of aluminum,1
Dominic Raab said that Covid-19 tests have a 93% false positive rate.,1
10 people died in Germany after receiving the Pfizer COVID-19 vaccine.,1
Hilary Duff got pink eye from COVID-19 testing.,1
"COVID-19 has a ""survival rate"" of 99.996%.",1
"""DMX received COVID vaccine days before heart attack.""",1
"George Floyd's death was “filmed before covid19” because “[n]ot a single person is wearing a mask"" in the videos.",1
For coronavirus cases “In the U.S. 38% of those hospitalized are under 35.”,1
Antibacterial soap kills COVID-19,1
"A Facebook post claims the recovery rate from COVID-19 is ""99.9 per cent"", and claims there is a choice between getting the disease and getting ""the vaccine with an 80 per cent adverse reaction rate"". It also claims the vaccine ""killed five people"" during human trials.",1
Photo shows suspicious needle switch during Malaysian prime minister’s Covid-19 jab,1
“The seasonal cold and flu is actually more dangerous for kids than the Coronavirus” and “there is very low transmissibility from children to their families and communities.”,1
Sick people without a Covid-19 test are considered positive in Alberta,1
Wearing Mask To Protect From COVID-19 Causes Fungal Lung Infection;,1
No test can identify COVID-19 variants. Tests can only determine if a person is positive or negative for the disease.,1
Democrats in New York stashed ventilators in a warehouse in an effort to make the COVID-19 pandemic worse.,1
"Salty and sour food causes SARS-CoV-2, the virus behind COVID-19, to explode and dissolve.",1
Germanys largest newspaper apologized for covid hysteria.,1
"COVID-19 stands for “Certificate of Vaccination ID,” with the number “19” representing the letters “AI,” for “Artificial Intelligence.”",1
Video of Neurologist Dr. Sushil Razdan suggesting dry Ginger powder as a home remedy to prevent or cure COVID-19,1
Photos show protest in the Philippines during COVID-19 lockdown,1
"Patent filed for coronavirus, covid-19, in 2015",1
"Duterte OKs' P20,000 aid for all SSS members amid COVID-19 lockdown",1
The Covid-19 vaccine is a “device” and does not fulfil the legal definition of a vaccine.,1
Prime Minister Narendra Modi said that free treatment was provided to one crore COVID-19 patients in India,1
Image of a dead mother being carried by her son and husband on a bike due to unavailability of an ambulance amid India’s COVID-19 related Oxygen crisis,1
Scientists knew about the new coronavirus long ago and called it “Disease X”.,1
"“CDC numbers” show that among children, the Pfizer and Moderna COVID-19 vaccines have a death rate “174 times higher” than the COVID-19 death rate.",1
Ruler of Sharjah bans burial of COVID-19 victim bodies,1
"COVID-19 vaccines are causing a new illness called “VAIDS,” short for vaccine acquired immunodeficiency syndrome.",1
"In 2021, Bill Gates suddenly denounced COVID-19 vaccines as dangerous, and called for their withdrawal from circulation.",1
The first cases of COVID-19 were reported in the United States and South Korea on the same day.,1
Video shows COVID protocol flouted in Delhi's Jaffrabad area,1
"The Pfizer-BioNTech COVID-19 vaccine for children contains tromethamine, “a heart attack medication” with “a lot of potentially serious side effects”",1
99% of COVID-19 deaths were caused not by the coronavirus but by other diseases,1
Image shows lab technician 'Abdul Khan' who faked COVID reports of Hindus,1
"Hobby Lobby CEO David Green is refusing to close stores during the COVID-19 pandemic because his wife, Barbara, received a message from God saying that employees would be kept safe.",1
Women Can Not Bear Children Within Six Months Of COVID-19 Vaccine,1
there were fewer deaths in 2020 despite the COVID-19 pandemic raging versus 2019 when there wasn't the virus,1
Mr. Trump repeated a claim Tuesday night he has made in the past — that COVID-19 is 'probably going to go away now a lot faster because of the vaccine' but 'would go away without the vaccine.',1
“George Floyd’s ‘murder’ filmed before COVID-19.”,1
Only one politician has died of COVID-19,1
COVID-19 vaccine caused the new variant of coronavirus in UK,1
A video features a compilation of athletes fainting due to the COVID-19 vaccine.,1
"""Covid-Organics, improved traditional remedy based on artemisia & endemic plants, curative & preventive against #Covid19, is launched!”",1
COVID-19 sensor inserted into everyone illegally by Apple and Google which can track people,1
A livestream on April 23 shows Rodrigo Duterte thanking billionaire Manny Pangilinan and other tycoons for their help during the COVID-19 pandemic,1
Government to spray medicine in the air overnight to kill coronavirus.,1
"A photo circulating on social media shows a banner advertising on-site COVID-19 vaccinations with text that states, “DON’T FORGET TO DONATE YOUR CHILDRENS ORGANS.”",1
Democrats Blocked COVID Relief 40 Times as Republicans Claim,1
Bill Gates wants to add a microchip in COVID-19 vaccine to create digital IDs.,1
South Africa approves ivermectin for Covid-19,1
Tonic water and zinc will kill COVID-19,1
Ivermectin is a Nobel Prize-winning drug but the media is warning against its usage for COVID-19 treatment.,1
Video shows COVID-19 impact in India.,1
Dr. Ryan Cole has observed a worrying increase in cancerous test results in post-COVID-vaccination patients,1
COVID-19 only affects the elderly and not the young,1
Girl faints after Covid vaccination in China,1
The BBC interviewed a “crisis actor” who pretended to be hospitalized with COVID-19 during a news segment.,1
Sharing COVID-19 messages declared a punishable offence in India,1
WebQoof Recap: Trolls Target Safoora; Experts on AC During COVID,1
"""99%"" of coronavirus cases ""are totally harmless.""",1
Canada will receive hundreds of thousands fewer doses of Pfizer’s coronavirus vaccine than previously anticipated.,1
Video of a Pune steam bar which treats or prevents COVID-19 with inhalers.,1
COVID-19 is equivalent to the common cold.,1
"""This peer-reviewed scientific study shows that COVID-19 vaccine causes two deaths for every three lives it saves.""",1
"“The US is charging over $3,000 per test” for patients who may have COVID-19.",1
Justin Trudeau said Canada's response to COVID-19 was to attack the fundamental rights of people.,1
The World Health Organization's VigiBase shows there are over 2.5 million adverse reactions to the COVID-19 vaccine,1
"“With Ebola, we were talking about it before, you disintegrated. If you got Ebola, that was it. [Coronavirus] is like a flu, and this is a much different situation than Ebola.”",1
"The Tanzanian government has approved a herbal medicine called Covidol, which will cure patients suffering from Covid-19.",1
"""Curb Your Enthusiasm"" began filming its eleventh season in November 2020, during the COVID-19 pandemic.",1
"As a result of the COVID-19 pandemic, four of the eight ""deadliest days in American history"" took place in the first week of December 2020.",1
Kamala Harris said majority of those getting hospitalised with COVID-19 or dying from it were vaccinated.,1
"In Australia, ""they’re already taking children out of homes that there’s possible risk of COVID in — they’re putting them in detainment camps.""",1
Queen Elizabeth II thanked PM Narendra Modi for Covid-19 vaccines. The thank you note was displayed on a giant screen at London's Piccadilly Circus.,1
"The COVID-19 vaccines’ “spike protein is very dangerous, it's cytotoxic.”",1
"Facebook user Lea Andoy Lugo posted on Friday, March 13, that a vaccine for the 2019 novel coronavirus has been found and there will be no more deaths due to the coronavirus.",1
CDC Will Begin To Provide Data On How Many US Deaths Are 'from' COVID And How Many Are 'with' COVID,1
"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",1
"Claim that COVID-19 is ""fake"" and that the pandemic is cover for the installation of 5G telecommunications towers.",1
President Emmerson Mnangagwa has decreed that rentals be suspended due to COVID-19,1
"On Nov. 9, 2020, New York Gov. Andrew Cuomo said it was ""bad news"" that Pfizer had developed what appeared to be a successful COVID-19 vaccine, during U.S. President Donald Trump's tenure.",1
This photo shows a 13-year-old COVID-19 victim in the UK,1
"“New York, for all of their complaining, Gov. Cuomo's complaining, has only had a 1.5% decrease in revenue” due to the coronavirus pandemic.",1
COVID-19 is not a medical pandemic,1
Video shows people getting on a train in Kolkata during coronavirus pandemic,1
New COVID-19 are named after military codes and signal military operations.,1
Death rates are lower than previous years which proves Covid-19 hasn’t killed or is killing anyone.,1
COVID-19 found in tissue paper,1
Eating An Alkaline Diet Helps Prevent You From Getting Coronavirus,1
Democrats plan to shut down churches permanently in response to COVID-19.,1
An Ohio man died from complications related to the COVID-19 coronavirus disease weeks after he downplayed the virus on social media.,1
"Doctors say 11 million will die in Wuhan, China, due to new coronavirus",1
Four British Airways Pilots Die in One Week – Airline Denies Link to Covid-19 Vaccine,1
Ghana records six confirmed coronavirus cases,1
"The Philippine government's term sheet agreement for the procurement of COVID-19 vaccines from China-firm Sinovac is a ""binding obligation"" that is already a ""done deal.""",1
Scientific data shows millions have died from the COVID injections.,1
Herbal plant an antibiotic to treat novel coronavirus,1
"A professor in New South Wales Australia, has said under oath that the Covid-19 vaccines are not vaccines.",1
A charitable hospital in Pakistan charged patients for novel coronavirus tests.,1
"In July 2020, U.S. Education Secretary Betsy DeVos said ""only"" .02% of the country's K-12 school students — totaling 14,740 children and teens — are likely to die from COVID-19 when and if schools fully reopen.",1
"Multiple claims on COVID-19, face masks, COVID-19 vaccines and treatments.",1
The seasonal flu kills more people every year in the U.S. than COVID-19 has to date.,1
Russia was the first country in the world to dissect Covid-19 corpses (going against WHO’s criminal orders of no autopsies.),1
Swiss medical orgnisation publishes this poster to advise people not to get vaccinated against Covid-19.,1
Alberta failed to prove Covid-19 had been isolated in human tissue,1
There are no reliable tests for a specific COVID-19 virus,1
False claim circulates on Facebook in Myanmar that chewing betel quid can prevent Covid-19 infection,1
"A child died in Barhaven, Ottawa after taking a Covid-19 vaccine",1
The WHO says children should not receive COVID-19 vaccines,1
Replicates of COVID-19 tweet by Dr. Sam Gahli are part of an astroturf campaign by pro-vaccine forces.,1
dietary supplements can serve to “neutralize” effects of widely-used Covid-19 shots,1
1963 Movie ‘The Omicron Variant’ Predicted New Coronavirus Strain,1
Video shows Indian police beating man to death for violating COVID-19 lockdown,1
LK Advani criticised Modi government's handling of COVID crisis in India,1
Netflix Is Giving Free 1-Year Subscription Due to COVID-19,1
COVID-19 vaccines are gene therapy.,1
COVID-19 vaccines weaken the immune system; “Idaho doctor reports a ‘20 times increase’ of cancer in vaccinated patients”,1
"COVID-19 patients died of other causes contribute to coronavirus death tolls in Dallas, Texas",1
The mRNA Covid-19 vaccines are experimental.,1
A video from a speech shows Vice President Kamala Harris repeatedly saying that most people who were hospitalized or recently died from COVID-19 were vaccinated.,1
"The Philippines has fewer COVID-19 cases compared to less populated Italy because of Rodrigo Duterte's ""immediate response"" to the pandemic",1
Covid-19 vaccines cause two deaths for every three they prevent,1
Italian boy looks up at the night sky and calls out for his mother who died from the novel coronavirus.,1
Jio offering free 25GB data daily during COVID-19 lockdown,1
Video of an emotional appeal by the COVID-19 patient in Surat who had returned from London,1
COVID-19 surge in India connected to rollout of vaccine,1
Singapore issuing spot fines people for flouting social distancing orders durin covid-19 pandemic,1
The novel Coronavirus pandemic fits a pattern of viral outbreaks that occur every 100 years.,1
“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,1
You have a 0.03[%] chance of dying from [COVID-19] in the state of California. [...] it’s similar to the flu.,1
Australian supermarkets have banned Chinese people during the Coronavirus pandemic.,1
Nasal swabs used for COVID-19 tests contain Morgellons disease fibers that are being put in your brain when you are tested for the virus.,1
Former U.S. President Donald Trump received the COVID-19 vaccine before he left office in January 2021.,1
Three decades old Class 12th textbook lists treatment for COVID-19.,1
Pope Francis said getting injected with the COVID-19 vaccine is now a requirement to enter heaven,1
Photo of bloody hospital ward after US coronavirus vaccination,1
Video shows Koran recitation as part of the Italian government's effort to fight COVID-19 pandemic,1
Pictures show Boris Johnson has received a COVID-19 vaccine three times.,1
COVID-19 case numbers in NSW were higher than the threshold to lift the curfew in Victoria when Mr Morrison made his claim,1
"Photo shows May 1, 2021 Montreal rally against Covid-19 restrictions",1
"A Facebook post claims three mobile phone antennas shown in a photo are ""new"" and were erected during the lockdown for COVID-19.",1
"Indians are throwing Idols Of God on the street saying if God can't protect them during COVID-19, what good are they.",1
51% of coronavirus deaths in Belgium are in care facilities.,1
Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,1
"The length of time it took to discover thalidomide’s dangers proves more time should be spent researching medicines, particularly Covid-19 vaccines.",1
Dose range finding studies were not performed for the Covid-19 vaccines.,1
Are more Republicans dying of COVID-19 than Democrats?,1
Video claims Muslims thrashed a cop who objected them for flouting Covid-19 lockdown rule in Hyderabad,1
Sen. Thom Tillis contracted the coronavirus despite wearing a mask at the White House Rose Garden event announcing President Trump's Supreme Court nominee.,1
"The COVID-19 vaccines, specifically the ones that use mRNA, cause infertility.",1
COVID-19 vaccines causes adverse reactions in pregnant women including miscarriage,1
Manitoba said masks will not prevent spread of Covid-19,1
There is no ‘coronavirus’,1
No active COVID-19 cases in Assam today.,1
Barack Obama has not warned against getting the COVID-19 vaccine.,1
Video of Rahul and Priyanka Gandhi breaking coronavirus lockdown by stepping out,1
mRNA vaccine will make your coronavirus infection worse,1
Pet Finder Can Tell If You've Been Vaccinated for COVID-19,1
Kuwaiti authorities prohibit entry into some public places for those who have not received vaccinations against COVID-19.,1
Covid-19 Vaccines Are Weapons of Mass Destruction and Could Wipe out the Human Race,1
George Orwell's 1984 contains text that is predictive of restrictions made as a result of COVID-19.,1
Drinking alcohol can protect you against COVID-19,1
The U.S. economic downturn due to the COVID-19 coronavirus pandemic in early 2020 was forcing the United States Postal Service to close.,1
"MRNA ""COVID Vaccine"" Hidden in SALAD GREENS!",1
mRNA vaccines to prevent COVID-19 cause a severe immune response called a cytokine storm. This was not shown in animal trials because these trials were skipped.,1
Video shows coronavirus victims in India,1
The U.S. facilitated the sending of nearly 17.8 tons of donated medical supplies to China to combat the spread of the novel coronavirus in early 2020.,1
"PCR tests widely used to diagnose COVID-19 contain ethylene oxide, a known carcinogen.",1
The official UK death toll from the coronavirus pandemic now equals the death toll from the Blitz.,1
Kamala Harris said that virtually all patients hospitalized for Covid-19 are vaccinated,1
"""Italy drastically reduced the country’s official COV1D-19 death count by over 97%. This means Covid killed fewer people than an average seasonal flu.”",1
Video of a news report that talks about the research that eating bananas can prevent COVID-19,1
Russia is the first country to have completed clinical trials of a COVID-19 vaccine.,1
"“FDA DOCUMENTS"" show that COVID-19 ""mRNA VACCINE CAUSES DEATH + 21 SIDE EFFECTS.""",1
"The Covid-19 vaccine will ""alter my DNA""",1
Vladimir Putin’s daughter DIES after second dose of COVID vaccine - Toronto Today,1
Bollywood actor Amitabh Bachchan went to offer chadar at the Haji Ali Dargah post recovery from Covid.,1
Covid-19 trial participants who received the placebo will be considered as vaccinated.,1
Nobel prize winner Denis Mukwege quit a COVID-19 task force because he was asked to manipulate patient numbers,1
"In the summer of 2021, COVID-19 vaccination killed four British Airways pilots.",1
“Spanish High Court Confirms That Covid 19 Does Not Exist!”,1
"""Something like two-thirds of the debt in the budget was borrowed by the Government before this outbreak of COVID-19""",1
Pfizer has added a new ingredient to its COVID-19 vaccine to reduce the risk of children having heart attacks as a side effect.,1
The government has approved a second round of coronavirus stimulus payments to everyone who signs up — and the money will be forthcoming in “5-7 business days.”,1
Gatherings of more than 30 people are illegal under the current Covid-19 guidelines.,1
US President Trump joins Muslims prayers for respite from Coronavirus after failing to tackle it.,1
Amitabh Bachchan visited Haji Ali dargah after recovering from Coronavirus,1
"The Israeli Ministry of Health said that the COVID-19 vaccine developed by Pfizer has ""killed 40 times more elderly"" people than the virus itself.",1
"The Centers for Disease Control and Prevention advised parents to prepare for a “sudden sleepover” in the event of an emergency, which included COVID-19 outbreaks in schools.",1
Italian prime minister crying over COVID-19,1
Spectrum will provide free internet to students during coronavirus school closures.,1
"During a press briefing, the Centers for Disease Control and Prevention said that COVID-19 vaccines were “failing” and that vaccinated individuals were considered “superspreaders.”",1
COVID-19 vaccines cause sterility.,1
Coronavirus is not the same as COVID-19,1
Police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19,1
"the pandemic was planned; the COVID-19 vaccines are experimental; previously infected people have “permanent immunity”; VAERS shows vaccines killed thousands of people, vaccine-induced spike protein causes damage",1
"High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.""",1
"Muslim man spitting on police after scuffles at COVID-19 quarantine facility in IndiaA video has been viewed thousands of times in multiple posts on Facebook, WhatsApp, Twitter and YouTube alongside a claim it shows a Muslim man spitting at Indian police officers after being detained over scuffles at a coronavirus quarantine centre in April 2020. The claim is misleading; the video has circulated in reports since at least February 2020, weeks before the incident at the coronavirus quarantine centre; local police told AFP the video shows an incident in February 2020 and is unrelated to the COVID-19 pandemic.",1
Covid-19 vaccine alters people's DNA,1
"“If I don’t take the vaccine, I’m at risk for covid. If I do take the vaccine, I’m still at risk for covid PLUS I’m at risk for permanent vaccine side effects. Therefore I’m reducing my risk by not taking the vaccine. That’s the real science.”",1
"Viral videos showed magnets ""stuck"" on people's arms after they received COVID-19 vaccines, purportedly demonstrating that the vaccines contained metal devices or ingredients.",1
A COVID-19 booster means that the initial vaccination didn’t work,1
“Fully vaccinated Australians in hospital for COVID-19 surpass unvaccinated”,1
President Joe Biden’s administration introduced a door-to-door campaign to offer COVID-19 vaccines as a way to confiscate guns or Bibles.,1
This Spanish politician said that Cristiano Ronaldo and Lionel Messi should find the cure for coronavirus,1
Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,1
US health authorities have stopped using RT-PCR tests to detect COVID-19 as they are inaccurate.,1
Joe Biden spread misinformation on COVID vaccines,1
COVID-19 can be transmitted from smoke released during cremation of victims,1
Parrots are feasting on sacks of grains during COVID-19 lockdown in India.,1
"A recent court document proves that Portugal only recorded 152 deaths due to COVID-19, rather than their previously recorded 17,000.",1
Genuine graphic quoting Philippine vice president on COVID-19 home quarantine period,1
UNHCR says refugees in Malaysia are resisting COVID-19 tests,1
"Inhaling steam can cure Covid-19 by killing the virus that causes it when it is in the sinuses, before it reaches the lungs.",1
COVID-19 vaccine will kill 50 million Americans,1
A COVID-19 vaccination certificate contained a warning that the shots will prolong erections and increase penis size.,1
Landmarks in Wuhan before COVID-19 pandemic.,1
"""One in 30 teenagers who catch COVID is ending up in hospital.""",1
BBC reports first coronavirus case in Ghana,1
Italy has found a cure for COVID-19,1
France and South Korea have approved the use of hydroxychloroquine for COVID-19,1
Three British Airways pilots have died of the Covid-19 vaccine in the last seven days.,1
Video of a suspected COVID-19 patient running away from doctors and police in Telangana,1
Doctors at the National Taiwan University Hospital found that COVID-19 is a combination of AIDS and SARS,1
Infectious disease expert Dr. Rajendra Kapila died from COVID-19 after receiving both doses of the Pfizer vaccine.,1
The government's roadmap to ease Covid-19 restrictions will be set out in 5 phases.,1
"“In Chicago, Covid-19 actually LOWERED the death rate.”",1
"""Not one politician has died from [COVID-19], lost their job, or had their business looted.""",1
Presence of COVID-19 restrictions for people who have been vaccinated means vaccines don't work.,1
An image shows a CNN report on an outbreak of cannibalism among COVID-19 vaccine recipients.,1
NIAID Director Dr. Anthony Fauci said he couldn't imagine how U.S. President Donald Trump could have done more to combat the coronavirus pandemic.,1
Rapid Covid-19 tests are unreliable because fruit and Coca-Cola can give “positive” results.,1
Moderna's mRNA COVID-19 vaccine could alter human DNA.,1
COVID-19 vaccines will cause more severe disease through antibody-dependent enhancement,1
Image of a critically ill COVID-19 infected woman hugging her child for the last time before her death,1
"""Autopsies performed by the Italian pathologists [have] shown that [COVID-19] is not pneumonia but it is disseminated intravascular coagulation""",1
Virologist Dr. Rob Oswald wrote a lengthy Facebook post calling COVID-19 a hoax.,1
The COVID-19 pandemic is “effectively over” and there’s no need for vaccines.,1
"A March, 2021, European Union database shows that 3,964 people have died as a result of coronavirus vaccines and hundreds of thousands have been injured.",1
"“Due to the COVID-19 pandemic, effective immediately Walmart is adopting a staggered shopping schedule"" based on age.",1
Covid-19 vaccines are killing many people according to data on the VAERS system.,1
Photos show state of Italy amid coronavirus,1
Eating morel mushrooms will make you susceptible to coronavirus,1
FDA CDC WHO is hiding effectiveness of ivermectin and of natural immunity against COVID-19.,1
“Bill Gates Explains That The COVID Vaccine Will Use Experimental Technology And Permanently Alter Your DNA”,1
"Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.""",1
"No need for vaccines, COVID-19 pandemic is over, says Former Vice President of Pfizer.",1
Sri Lanka's health regulators approved herbal medication as Covid-19 cure,1
"Canada is now ""COVID-free""",1
Video shows China lifts ban on Korans during COVID-19 pandemic,1
"Comorbidities like cancer or diabetes are the primary cause of death, as per ICMR guidelines, for COVID related fatalities",1
Video shows people leaving food packets on the road for the poor and needy who cannot earn due to the novel Coronavirus lockdown.,1
Breast milk produced by women previously infected with the coronavirus contains “robust” COVID-19 antibodies.,1
Israel has recorded zero coronavirus deaths because of using lemon and baking soda as a cure,1
"A certain Vernon Coleman says, “COVID-19 vaccines are weapons of mass destruction and could end the human race.”",1
Doctor Dennis L Modry says Alberta's Covid measures ineffective,1
The government knew Covid-19 was no more dangerous than flu before lockdown and flu and Covid-19 are the same thing,1
Red Cross says people vaccinated against COVID-19 cannot donate plasma,1
Dr. V.K. Srinivasan of Bharath Biotech take the Covid-19 vaccine,1
COVID-19 vaccines caused 895 serious reactions among military veterans,1
Covid-19 vaccines weaken your immune system.,1
Posts on social media claim that people who have been vaccinated against the flu in the last 10 years will test positive for COVID-19,1
Chicken infected with Coronavirus was found in Bangalore.,1
COVID-19 vaccinated American Airlines pilots died during flights,1
The Covid-19 vaccines put people who have received them in danger if 5G is ‘cranked up’.,1
Maryland Gov. Larry Hogan paid for flawed coronavirus tests from South Korea.,1
"""New data shows that death is proportional to dose"" for COVID-19.",1
Fenugreek seed tape can cure COVID-19,1
Covid-19 death rate is lower than flu death rate,1
COVID-19 does not spread from person to person. People cannot become infected by touching contaminated surfaces,1
"As of July 17, 2020, Nueces County in Texas had seen 85 positive COVID-19 tests among children aged under 1 year.",1
Same woman gets Covid-19 vaccine in UK and South Africa,1
Having raw onion and salt 'sendha namak' can cure COVID-19,1
A viral photograph posted in December 2020 showed dozens of iPads required for virtual visits with COVID-19 patients.,1
Facebook is using your pictures and posts in lawsuits against it amid COVID-19 pandemic,1
Pfizer added tromethamine to its formulation for the COVID-19 vaccine for kids ages 5 to 11. Tromethamine’s side effects are severe and pose risks to human health.,1
"Italy has concluded Covid-19 is not a virus, and people are actually dying of amplified global 5G electromagnetic radiation poisoning.",1
"People who receive COVID-19 vaccines are dangerous, they become a “real carrier of the virus”",1
Dr Fauci has been fired and the USA admitted that COVID-19 was man-made.,1
World Economic Forum scheduled the release of COVID-19 Omicron variant.,1
Nobel laureate Luc Montagnier has said that all those who have been vaccinated for Covid-19 will die within two years.,1
Accurate graphic over effectiveness of face masks in curbing the spread of COVID-19,1
CT Scan reports representing the lungs of a COVID-19 vaccinated person and others,1
"COVID-19 vaccines are called Luciferase, have the patent number 060606 and come from a digital program called Inferno.",1
World Bank lauds Philippine economy during Covid-19 pandemic,1
No update from Johnson & Johnson after Covid-19 vaccine trials paused,1
"The Australian government spent around $700 million on the University of Queensland's COVID-19 vaccine candidate despite it not meeting ""peer review"" and other selection criteria.",1
Melcom is giving GH₵2000 Gift card to everyone due to the coronavirus pandemic,1
Neem leaves can cure COVID-19 and its symptoms,1
WHO does not recommend the public wear masks during COVID-19 pandemic,1
Highest number of singe day COVID-19 vaccinations administered in India.,1
Research says that nearly half of people who catch Covid develop depression afterwards.,1
Video clips of Indians throwing the idols of their Gods on the streets due to their anger over Coronavirus,1
"Zinc, tonic water, vitamin C and vitamin D are recommended to fight Covid-19",1
A Seattle woman died from a blood clotting condition after receiving the Johnson & Johnson COVID-19 vaccine.,1
Indian Student Finds COVID-19 Cure And It is Accepted By WHO,1
The United Nations blamed the coronavirus pandemic on the patriarchy.,1
A screenshot claiming to show a location warning message generated by Australia's new COVIDSafe app is circulating on Facebook followng the federal government's launch of the coronavirus tracking tool.,1
CNN says there are false COVID-19 cases in Nigeria,1
Thailand's former prime minister gave public speech on economic impact of coronavirus pandemic,1
"Unemployment among black South Africans increased from 1.6 million in 1994 to 20.9 million in 2020, jumping by 15 million from 2019 because of the Covid pandemic.",1
There is a “0.05% chance of dying from COVID.”,1
"Kin of employees, who die of COVID-19, eligible for reimbursement under EDLI",1
"Due to COVID-19 restrictions, the United Kingdom is forbidding “non-established” relationships.",1
Jakarta Governor Anies Baswedan named the best governor in handling the COVID-19 pandemic,1
Pondicherry University student found the cure for covid-19,1
CNBC claims COVID-19 survives in air for 8 hours; paper and plastic for 3-4 hours,1
Photo shows Mahakumbh Mela 2021 being held during the COVID-19 pandemic.,1
"""COVID-19 is confirmed as airborne and remain 8 hrs in air! So everyone is required to wear mask everywhere!""",1
Covid-19 is not classed as a ‘high consequence infectious disease’.,1
"5G, in connection with a claim that it is activating the novel coronavirus in one's body, is being installed in the country via “Mislatel towers.”",1
Half of CDC employees are refusing to get vaccinated for COVID-19.,1
The Philippines ranked 40-plus among countries with the most active COVID-19 cases.,1
Image shows London protest against coronavirus restrictions in England,1
90 percent of COVID-19 patients recover successfully when treated with hydroxychloroquine.,1
"RSS has built India’s second-largest Covid care centre in Indore, Madhya Pradesh",1
"The WHO stated that asymptomatic spread of COVID-19 is “very rare”, therefore physical distancing and face masks are not necessary",1
Photo shows college students are back in school after COVID-19 outbreak,1
COVID-19 Vaccines Are Full Of Exclusive Nanotechnology to enslave the human species.,1
"Mardi Gras parades were canceled in 2021 to limit the spread of COVID-19. Instead, some people decorated their houses like parade floats in a trend that some called “Yardi Gras.”",1
COVID-19 vaccination programs are in breach of the Nuremberg Code.,1
Mike Pence faked receiving a Covid-19 vaccine,1
The World Health Organization (WHO) has approved Indian student's home remedy for COVID-19: drinking ginger juice with black pepper and honey,1
Merck Scraps COVID Vaccines; Says It’s More Effective To Get The Virus And Recover,1
Singapore has become the first country in the world to conduct an autopsy (post-mortem) on Covid-19 corpses.,1
Family committed suicide in Surat due to hunger during coronavirus lockdown,1
The West Virginia government is giving away a number of free guns through a series of lucky draws in a lottery for people who have received at least one COVID-19 vaccine shot.,1
"COVID-19 is “the greatest hoax ever perpetrated” and “just another bad flu.” Roger Hodkinson, a pathologist who identifies himself as the former chairman of the Royal College of Physicians of Canada Examination Committee in Pathology, made the comments by phone during a public meeting in Edmonton, the capital of the Canadian province of Alberta.",1
"American pharmaceutical company Roche Diagnostics will release COVID-19 vaccine ""on Sunday""",1
COVID-19 vaccines lead to virus mutations and vaccinated people are responsible for variants,1
"CDC releases “actual cause” of over 200,000 US COVID-19 deaths",1
You might not be able to have children if you have the Covid-19 vaccine.,1
There is irrefutable evidence that COVID-19 vaccines contain graphene oxide.,1
"A viral meme titled ""Choosing Your COVID-19 Vaccine"" was a factual representation of the histories of Pfizer, Moderna, Johnson & Johnson, and AstraZeneca.",1
"Drinking corona kashayam made of Turmeric, Clove, Lemon, and ginger boiled in 1 litre water can cure coronavirus within 24 hours",1
