review,sentiment
"It is surprising that a production like this gets made these days, especially for television. Considering the strong sexual themes and explicit lovemaking scenes, not to mention lesbianism, this has been given superb treatment and direction.The sets and costumes are flawless, the direction is stylish and the characters are likeable. There is a fair amount of humor but it has surprisingly dark interludes. The protagonist is really a tragic figure, but not devoid of happiness. Also, this production avoids the mistake most films/shows make when dealing with homosexuality/lesbianism. The characters are very human. It seems that to allow people to be comfortable with watching gays and lesbians on TV and movies most shows fill it full of cliches and make the characters obsessed with being gay. Not so with this. In Tipping the Velvet, the protagonist is hardly aware of what being lesbian means!The BBC have made some wonderful productions in the past, and this adventurous period piece only confirms their standard of excellence on all fronts.",positive
"This movie was marketed extremely well. When it was released in '97, during the middle of Master P's fame and success anything and everything with his name on it was selling off the shelves. That's why it's no wonder this underground urban drama sold over 250,000 copies and still goin'.If you are a fan of No Limit back then or even now check it out. It has a few old school phatty videos and don't get me started with the freaky deaky strippers at the bonus Ice Cream Party. So what I got to say to all the people who don't like Master P or No Limit Records don't watch it because it isn't for you and don't bother voting on it because you're only going to deter TRU no limit fans from renting or purchasing this video with your low votes.",positive
"This was the best movie I've ever seen about Bulimia. It hit the exact spot of what Bulimia is really about and how it's not always about being skinny and dieting. It showed how people with Bulimia tend to think about things such as their outlook on life, friends and themselves. The best line and the part that really shows what the problem with Bulimia is, is when Beth says,""It's not about you!"" That line really showed a lot about the character and others with the same problem. It showed that people with Bulimia don't have this problem because of anything that has to do with anyone else. It has to do with them and them only. It shows that it's time to talk about the person with the problem instead of putting the attention all on themselves. It showed that Beth needed to call out for attention at that moment and she needed her mom's attention at that time the most.",positive
"The Great Ecstasy of Robert Carmichael is bad film in every way. The script, the dreary pace, the lack of depth in any character, the pointless sub-plots, the dreadful acting, the needless climax all make this possibly the worst film I've ever seen. I found nothing likable, enjoyable or intellectually stimulating in any way.I imagine the film makers thought they were making something clever and dark, with its moody lighting, long protracted silences and vaguely haunting classical soundtrack. If so, they failed utterly. It just bored me, and I wish I had never watched it.Avoid at all costs.",negative
"Man, what an awful film. As with many terrible films, the structure of its awfulness lies in the script. This is such a pathetic attempt at a psychological thriller that it gives the entire genre a bad name. Okay, here's one major problem: Sandra Bullock's character is abducted by Jeff Bridges in his car at a busy convenience store in broad daylight. Somehow, her boyfriend Kiefer Sutherland doesn't find a single witness to this act and subsequently spends most of the movie completely clueless as to her whereabouts. Come on! Personally, I find this completely insulting to even the dimmest of audience members. Yet we are forced to buy into this nonsense. Of equal frustration is the poorly explained motive for Jeff Bridges's actions. His character is a bit of an eccentric academic, to be sure, but far from the sociopath who would do these things. He goes through about ten minutes, give or take, spilling his beans to Sutherland as to why he has performed his cruel actions. But the explanation itself lacks even the most elementary sense of logic. Therefore, no intelligent audience member can really believe in the possibility of his evil. And if you subtract that element from the story, the entire thing falls apart.Also of major concern: -Jeff Bridges using a weird, pseudo-French accent for no reason.-The entire boring subplot involving Nancy Travis, most especially her saving the day by turning the tables on Bridges.-The crazy woman who somehow manages to remember Jeff Bridges' license plate number despite also thinking that the Lucky Charms leprechaun is real.-Sandra Bullock's character's name, Diane Shaver, conveniently re-scrambles to form the word ""vanished"". Are you friggin' kidding me?? -The logistical impossibility of drugging, abducting, and burying (in a very remote location) a human being within the span of forty minutes (as Bridges specifically alludes to).This is a movie that made me remember the fictional, impossibly stupid (yet very successful) Donald Kaufman character in Adaptation. Many screenwriters are brilliant, inspired artists. Some are just bozos who convince the nitwits running the studios to make their drivel. This particular script is so stunningly dimwitted that Donald Kaufman himself would have managed to sell it. Unfortunately for all of us in the real world, Todd Graff actually did.",negative
"I was so surprised when I saw this film so much underrated... I understand why some of you dislike this movie. Its pace is slow, a characteristic of Japanese films. Nevertheless, if you are absorbed in the film like me, you will find this not a problem at all.I must say this is the best comedy I have ever seen. ""Shall We Dansu?"" is often considered a masterpiece of Japanese comedies. It is very different from Hollywood ones, e.g. Austin Powers or Scary Movies, in which a gag is guaranteed in every couple of minutes. Rather, it is light-hearted, a movie that makes you feel good.I love the movie because it makes me feel ""real"". The plot is straightforward yet pleasing. I was so delighted seeing that Sugiyama (the main role) has found the meaning of life in dancing. Before I watched the film I was slightly depressed due to heavy schoolwork. I felt lost. However, this film made me think of the bright side of life. I believed I was in the same boat of Sugiyama; if he could find himself in his hobby, why couldn't I? It reminded me of ""exploring my own future"" and discovering the happiness in my daily life.It is important to note that the actors are not professional dancers. While some of you may find the dancing scenes not as perfect as you expect, I kinda like it as it makes me feel that the characters are really ""alive"", learning to dance as the film goes on.Over all, this film is encouraging and heart-warming. As a comedy, it does its job perfectly. It definitely deserves 10 stars.And yes Aoki is funny :-D",positive
"Oh my god, this movie is incredible, it's the baddest movie ever and I know what I am talking about! I am a scary movies fan!The story is totally silly, a group of adults decide to make a party and a silly guy with an awful mask comes and kills everybody... the dialogs are a kind of parody, worst, they're just talking about sex with a so bad accent. The end is (oh!!!!!!) discover by yourself! you will be really really surprised... (not possible! yes it is!) and surprise the movie is just 58minutes. (not possible (bis) yes it is!) Worst than House IV and Howling V.To put it in a nutshell, forget it forever!!!",negative
"This film is a summary of Visconti's obssessions: the decadence of nobility, death, aesthetic search, homosexuality...All mingled with melancholic mastery. Slow-paced just to make you abler to contemplate all its beauty (which is in the music and the images as well as in the story)this is the type of film we are not allowed to enjoy anymore, brave, deeply personal and intelligent. The genuine fruit of a genius like Visconti.",positive
"I love Eddie Izzard. I think this is awesome, and the other television specials should be looked at as well. He has a good book ""Dress To Kill"" out to buy as well, which I think people should read. I loved that this program won an Emmy, and anyone who likes history will probably get a laugh from Eddie. Enjoy :)",positive
"Weak plot, predictable violence, only semi interesting characters. Like the writer (also one of the stars?) was fictionalizing his own screw ups and added an incredulous fantasies of drugs and murder to make it ""hot"". From the predictable rap and house soundtrack, to the family conflicts, it's poorly acted, stereotypical, and ultimately terribly boring. Even the title has been done before - IMDb lists FIVE movies with the same name released in 2007-2008!! Note: Saw it on Showtime, which listed the synopsis for one of the other movies. Was halfway thru before I realized no one was an undercover cop. Even tho another stereotype, would have made it interesting if it happened.",negative
If you like mech war games it's pretty good. Some of it is cheap but the robot fights is worth seeing. I've enjoyed the mech war field for some time and this is pretty much the only movie I've ever seen that come close to that feeling of what it would be like to pilot one of those huge mechs. If you like the genera then games you like are Mech Warrior Three and four and if you have an Xbox and $350 to spare Steel Battalion. The movie is worth seeing at least once. There really needs to be some more movies on the same theme out there. Less remakes and more original works. Enjoy,positive
"Around 1980, the name Godfrey Ho was attached to a series of low-comedy action films starring an actor with the unlikely name Elton Chong"". Although no masterworks of the genre, they remain surprisingly entertaining films for those with a high tolerance for silliness.It is altogether unclear why Ho (or whomever) would want to make a film that would attack Jackie Chan's Drunken MAster, the film that legitimated the making of comedy-action films in Hong Kong. But that's what this is, a savage attack on the Chan film (the imitation Chan who stars in this movie learns to cause his opponents to laugh themselves to death - a pointless gimmick in any genre).Along with all the flaws one expects from a Godfrey Ho film of this period - no continuity, no motivation, incomprehensible plot line, irrelevant and unbelievable characters - the film suffers from two unforgivable faults that effectively make it unwatchable: the fight scenes stink, and the comedy isn't funny.Pointless.",negative
"I have just watched the whole 6 episodes on DVD. The acting throughout is excellent - no question. There was not quite enough action for me I must say. No real suspense as such, just plenty of first class character development. Nothing like Tinker Tailor in terms of ""whodunnit"". If you like a good story slowly and carefully told then this is for you. Peter Egan as the lead Magnus Pym is excellent.The film portrayed the life of a traitor. A man who should have been a loyal member of the British Intelligence Service but who was so damaged psychologically by his unhappy childhood that deception became his way of life in all things. As a child he adored his father but his father was exposed time & time again as a crook and a con man. Pym betrayed not for ideology or money but because he needed to deceive those closest to him (wife, son, mentor). Pym is fatally damaged by his father's influence - it has eaten his moral fibre away. He has no real love or loyalty in him.Heavy psychological stuff and not many light moments in the 6 hour series. Very well done though.",positive
"If you loved the early-60's version of ""The Time Machine"", don't waste your time; as with last year's ""The Planet of the Apes"", this has been ""reimagined"", and not for the better. And, just as with ""Planet..."", its lead actor is woefully miscast and leaden; Guy Pearce, a terrific actor of great range, is all wrong for this role, giving a one-note performance that elicits zero sympathy; he's so dour and serious, and lacking in awe of the (supposedly) amazing things he sees that you don't believe for a moment that he's experiencing them. Worse yet, whose idea was it for him to resemble the love child of David Spade and Calista Flockhart?? A handsome actor, here he is sickeningly gaunt, which is, believe it or not, a major distraction. Frankly, the man looks gravely ill and is photographed cruelly. He shares absolutely NO chemistry with anyone on the screen, a direct result of a performance that is out of sync with anyone else's. Sadly, even with a proper leading man this movie doesn't stand a chance for it is fatally burdened with both a totally inept director - whole scenes go nowhere and are poorly realized - and a screenplay that is utterly inferior, scattered and at times incoherent - not for a single moment do you care about anyone in this film, for the single fact that there is NOTHING in the way of character development! In the original, you got to KNOW the Eloi, so therefore you felt for them, and felt their terror of the Morelocks; here, as the movie stresses several times, they are nothing but sheep and act accordingly. Unless you're a member of PETA, scared sheep are HARDLY the stuff of entertainment! Samantha Mumba does as well as possible, in her movie debut, but, like everyone else in this mess, most especially Jeremy Irons (if he's the leader of the Morelocks [who look like rejects from ""The Mummy Returns""], why then does HE look like Edgar Winter's long-lost brother?) is COMPLETELY WASTED. Also wasted was the money spent on the endless 'special' effects, which belie the $70M spent on the film; they are uniformly lackluster, obvious and unconvincing. And then there's the look of the film: poorly photographed, its art direction and sets are just ""there"" and its costumes are typical in design. There isn't an original thought or idea expressed behind or on the screen. Most of all, it isn't even fun! (The filmmakers use the now-ubiquitous Orlando Jones as ""comic relief"" but, as usual, Jones is irritating, and just HOW does his electrically-driven character survive in a world seemingly devoid of electricity?)All in all, this is an empty, lifeless, dull, sterile and confused affair: didn't they ALREADY REMAKE ""Planet of the Apes""??? (At least THAT had the fortune of some strong performances!) *SPOILER!* The final insult (beyond a head-shakingly terrible, not to mention convenient, ending)? Not only do they BARELY feature the changing dress-store figures, they make even the time machine itself an anachronistic, gaudy glass-n-chrome bore! (If ""The Sopranos"" had a time machine, THIS is exactly what it would look like.) Pathetic...",negative
"In contrast to my fellow reviewers, I always try to find something redeeming in any film I see.Yes, the quality of the dubbing and lighting is abysmal, the acting is wooden and the opening sequence highly misleading what with all those lascivious female lesbian vampires with blood dripping.Something must be lost in the translation of the word ""Bloodsucker"" from the Italian in the title; almost as if the producers were originally going to film a Gothic Vampire tale and then changed their minds but could not afford to give up their dramatic opening sequence, so tacked it onto the film anyway.This film made in 1975 has recently been issued on DVD and comes with its own theatrical trailer which in some respects is more daring than seen in the film!Now anyone who buys this film has probably already read its synopsis anyway and knows what to expect - Italian softporn from the mid 1970s.I bought it because I am attracted to Christa Nelli (credited most often as ""Krista Nell"").The absence of a cast of characters I find most frustrating in a lot of these Eurosleaze films from the 60s & 70s.I had hoped Imdb would show the cast of characters as one hears their names in the film but without a cast list, it is very difficult to link them to the actor concerned.I think Krista Nell played ""Cora"" but underneath that massive hair style, costume and make-up it is difficult to distinguish her for sure.There is mostly a two dimensional portrayal by the actors of their parts and no one really stands out.Maybe something is lost in the dubbing process.What were the positive points?Well the music was atmospheric and of course if you're into beautiful lesbian soft porn its there.The external locations used were good and I would like to know where they filmed the castle on its island.It purports to be set in ""Ireland"" (North or the Republic?)in 1902, so everyone sports period piece costumes.Some of the scenes I found unintentionally funny especially those sex scenes!!Anyway an enjoyable romp.I rated it 4/10.",negative
"Affable aspiring cartoonist Hoops McCann (a wonderfully engaging performance by John Cusack) and his best buddy George (the deliciously deadpan Joel Murray) go to Nantucket for the summer following graduation from high school. Hoops, George, and several newfound pals come to the aid of Cassandra (Demi Moore at her most charming), a singer who's family house is being threatened with demolition by the greedy Beckersted clan. Writer/director Savage Steve Holland offers an often hilariously wacky and zesty nonstop barrage of admittedly broad and dumb, but still very funny jokes. The constant madcap lunacy has a real giddy, good-natured and infectiously inane vitality to it that's impossible to either dislike or resist. Moreover, the lively and enthusiastic acting from a fine game cast adds immensely to the zany merriment: Bobcat Goldthwait as the spastic Egg Stork, Tom Villard as his goofy brother Clay, Curtis Armstrong as the sweet Ack Ack Raymond, Mark Metcalf as evil rich jerk Aquilla Beckersted, Matt Mulhern as the mean Teddy, Kimberly Foster as the fetching Cookie, Joe Flaherty as the gung-ho General Raymond, William Hickey as cranky Old Man Beckersted, Jeremy Piven as smug preppy bully Ty, and John Matuszak as hulking biker Stan. Isidore Mankofsky's slick cinematography, the hip thrashy soundtrack, Cory Lerios' cool rockin' score, and the funky animation are all uniformly excellent. Single funniest scene: Egg in a Godzilla suit terrorizing a posh dinner party. An absolute hoot.",positive
"Watching this movie brings several words to mind: ""sophomoric"", ""ridiculous"", ""improbable"", ""self-indulgent"" and finally (and fatally), ""boring"". Badly directed, badly photographed and badly acted, the film is a confusing mess with plot lines (if one can call them that) veering in all directions. Someone may have used a five-year old's finger painting as a template. As punishment for this childish crime of a movie, this cast of ""stars"" should be spanked soundly and sent to their respective beds without dinner. . All in all, it seems like George needed an excuse to get together with his little buddies for a paid summer vacation and we're the suckers paying for it. Bad George! Bad!",negative
"OK. There are people who should not see this movie.1) Don't see it if you don't like satire or black humour. 2) Don't like it if you got offended by _The Watchmen_. 3) Don't see it if you want a serious superhero movie.The rest of you, run, don't walk, to see _Mystery Men_. It's funny, it's quirky, it's a delightful sendup of every bad superhero cliche known to man. Occasional forays into junior-high humour don't ruin the tongue-in-cheek low-key fun of Jeanane Garafalo, Ben Stiller, and Hank Azaria, as well as a couple of amusing smaller parts by Geoffrey Rush and Greg Kinnear. (Good to see Louise Lasser getting work, too.) I laughed all the way through. Utterly unserious, somewhat weird, but -good-.",positive
I saw this on a boring Sunday morning just this morning. Well I was drawn to the fact that it's an outdoor movie.. I was hoping to find some nice sceneries but it the views where just limited.. They just go back and forth in the same spot all over again.. I hate it when they're using this so called hi-tech stuffs like the this Motorola blue-tooth headset they're using to eliminate the use of a walkie talkie it was just so funny.. they look like amateurs. And they where like advertising those badly designed alien-ware Laptops that could link up to a satellite to find people.. I couldn't say more about this TV-movie.. The ending was bad that it looks like they cut it short eliminating the use of rescue helicopters and etc.. */**********,negative
"The 700 Club gives a great perspective on world events. Some have described it as disingenuous or cheesy. I find the program to be informative and inspirational. It is only natural for many to throw mud on a program that has proved to be so successful. There are very few shows that can point to a 40 year track record of success in the world of television media and The 700 Club is one of them. While Mr. Robertson may have been wrong to say that someone should be assassinated, I find it curious that so many people will literally trip over themselves to hop on the bandwagon of criticism. I have certainly said some foolish things in my life. I would certainly be willing to forgive Mr. Robertson since he puts out a great show.",positive
"I just don't understand why this movie is getting beat-up in here. Jeez. It is mindless, it isn't polished and it is (as I am reading) wasted on some. The cast of this movie plays their characters to the 'T' (If you watched Permanent Midnight and became a Ben Stiller fan then yes you will be disappointed). These are misunderstood, well-intentioned misfits trying to save the city/world with nothing but grit and determination. The problem is they don't realize their limits until the big showdown and that's the point! This is 3 times the movie that The Spy Who Shagged Me was yet gets panned by the same demographic group, likely the same people who feel the first AP movie pales in comparison to the sequel. I just don't get it. The jokes work on more then one level; if you didn't get it I know what level you're at.",positive
"Based on fact, this is the story of a teenager named Homer Hickam (Jake Gyllenhaal), growing up in a coal town in West Virginia where a boy's usual destiny was to ""end up in the mines."" But Homer had his eye on the sky and a love for flying rockets, to the dismay of his mine-foreman father, and the consternation of the townsfolk generally. A misfit for sure, he and three of his equally outcast buddies begin making rockets, which they fly from a patch of barren land eight miles out of town, so as to no longer terrorize the community with their oft-times errant rockets. Unfortunately, most of the town and especially Homer's father (Chris Cooper) thinks that they are wasting their time. However, the people become intrigued and soon start coming out in droves to watch the 'Rocketboys' send off their homemade missiles. Only one teacher (Laura Dern) in the high school understands their efforts and lets them know that they could become contenders in the national science fair with college scholarships being the prize. Now the gang must learn to perfect their craft and overcome the many problems facing them as they shoot for the stars. Director Joe Johnston has always been a famous name for his movies such as Jumanji & Jurassic Park 3 & ""October Sky"" surely stands above all of his other films. Without any doubts, ""October Sky"" is his best effort & obviously his best film. It's not only a true story filmed extremely well, but even as a movie, it has every single thing, which is required for a top level cinema. And along with Johnston's extra-ordinary direction, are some exceptional performances. Jake Gyllenhaal was around 19, when this movie was released & he gives a beautiful & natural performance. He is a perfect actor. Chris Cooper as his father, also gives a very fine performance. The same goes for Laura Dern & also she looks beautiful. Even the rest of the performances are extremely well. The background score was fine. Highly inspiring movie, which lifts up your spirit sky high. One of those movies which definitely inspires you for all of your life. An amazing inspiring movie along with loads of entertainment. Not to be missed.",positive
"The film is worth watching only if you stop it after half an hour. It starts of with funny conversations in a bar and makes one expect a good, funny story is to come. Well, I can tell you it will not come. It will deteriorate in minutes into a movie that challenges your patience as well as your feelings of shame for the actors to an extend you will probably not be pleased to witness. In an interview I heard that the director wanted to express in this film the feeling of a loss of identity that, according to him, the majority of the people in this globalizing world experience. I was amazed to hear that. Am I living in the same world he lives in? OK a lot of people do walk around in the same clothes as mine and listen to the same music and all, but that doesn't make me feel like I am losing my identity. What does Khrzhanosvky think, that we are not more than the clothes we wear and the movies we watch? Am I shortsighted or is he?Well my vote: the good start of the movie saves it from getting a 1, a decent 4 is my conclusion.",negative
"***SPOILERS*** With a gathering of family members and servants of the late Christopher Dean, John Carradine, to hear his last will and testament they get somewhat of a surprise in that the Dean fortune, some 140 million dollars. The money is to be divided between them but only after they successfully spend a week at the Dean mansion. There seemed to have been a mix-up in the story when we later find out that it's really an overnight sleepover, not a weeks vacation, at the mansion for the guests to qualify for Dean's money since almost everyone ends up dead by sunrise.The first victim of the Dean Curse have nothing at all to do with getting and money from the departed Christopher Dean estate the local sheriff Dan Garcia, Rodolfo Acosta. Acosta has his head chopped off refrigerated and then served on a platter to a shocked group of guests. Later that evening cute little Chin Greg and Laura's,Jeff Morrow & Marry Anders,little pet pooch is found dead outside floating in the pond.The movie has all the people staying at the Dean Mansion being picked off one by one until it's revealed who the killer really is. We then have what seems to be a double-twist in the story where the original killer is suddenly killed together with two of the last remaining guest. The real killer ends up not only getting all the loot, 140 million dollars, but then ends up not having to split it with his accomplice by doing him, or her, in by giving him a poisonous cookie that kills him on the spot.Nonsensical who done it, and haunted house, movie with a cast of such immoral and unlikable characters that even a mother, much less the audience, would have trouble liking. There's everything you can possibly think of in the move involving the selective guests that includes incest S&M sadism and of course double-dealing and back-stabbing not even counting murder. You just couldn't care less who of the guests survives to collect the Dean fortune at the end of the movie hoping against all hope then none of them do.Even the big surprise at the end isn't really that much of a surprise since the killer's identity is divulged with the film-maker having forgotten to keep his face in the shadows so you actual see who he is even before he reveals himself! We then have a plot-twist that eliminates the killer together with a number of remaining guest just to make the movie a little more confusing then it already is. The final plot-twist, that you can see coming from as far as ten miles away, was just to show how smart the very obvious killer was which fooled almost nobody watching the movie.",negative
"Well, what can you say about sitcoms. There often quite lame, morale dedicative, and just plain. So is this show! It got a boring cast, although A.Bynes is okej in her perky way, the rest is just stereotypical crap....as always. We have all seen it before, and will probably see it all over again when this show is cancelled. Cause, lets face it, its a mediocre and self righteous show. As the most sitcoms are....Well, in short. If you wanna see some good entertainment, you can rather take a twenty minute pause in front of the mirror. Do some faces and move on.... Its more entertaining than this show!",negative
"Hick Trek is clearly a film that is envious of even an El Mariachi-level budget ($7,000). Still, the creators are able to pull off decent effects at times (often due to great editing) such as the beamings, the situations aboard the cat ship, and Slim T. Jerk's unique way of communicating with his ship without use of a traditional communication device.The acting does have its rough spots but the portrayal of ""Horns"" McBoy is excellent and Fluffy is certainly not too hard on the eyes.I do wish that the film had been longer than its approximate hour - and that should be seen as a compliment. This movie is a success due to the sincerity and hard work of those involved.",positive
"""I am ... proud of 'Head',"" Mike Nesmith has said. He should be, because this film, which either has been derided by many of us or studied and scrutinized by film professors, works on many levels.Yes, it's unconventional. To many, frustrating. It's almost as if the producers hand you the film and tempt: ""You figure it out.""You probably already know that The Monkees TV show was a runaway marketing success that depended upon business acumen and no small serving of public deception. TV shows are about selling soap and toothpaste first, than to entertain. That The Monkees broke out of the box for a short time to make ""Head"" is a testament to the group's popularity and importance in pop culture, despite where your head's at. Get one thing straight: ""Head"" is not The Monkees TV show.So what we have here is a ""psychedelic documentary"" about Western pop culture from a source that has authority on the subject. ""Head"" is a movie that could only come from those ""inside the box"". By 1968, The Monkees' cast and crew were seasoned and weary professionals who had seen their share of promise and disappointment. The movie was a deliberate attempt at market repositioning. So, it did three things: Make a film the way The Monkees envisioned. Most importantly, reinvent the group to one not subservient to it's old bosses - and yas, hipper than before. Make a film that exposed American attitudes of information dissemination.""Head"", therefore, really is about media manipulation and its net result: deception. The mass media is supposed to inform, educate us on the happenings in the world at large, and ultimately asks us to form opinions of these events that can shape thought into positive action. Thus we assume the information we absorb to be complete and unbiased - otherwise, how can one establish a valued conclusion on any one idea presented by a book, newspaper or TV show? In one of the street interviews in ""Head"", a guy admits, ""I haven't looked at a newspaper or TV in years."" Is he lesser or better the man? Even the drug parallels are a soft veiling of ""Things are not as they seem."" Remember the old joke, ""Everything you know is wrong""? The screenplay starts with The Monkees' public admission of it's own ""manufactured image"" and runs with the football - literally. Is the football scene in the movie a visual manifestation of the whole idea behind ""Head""? Is the film a stream-of-consciousness exercise? Is the film the culmination of pot smoking marathons? There are too many coincidences that occur in the film that suggest otherwise. My guess is that ""Head"" is the culmination of motivations somewhere between intended and unintended.Largely, the insiders responsible for ""Head"" seem to enjoy themselves in the revelries that take place in the film, but there is anger - anger at the chaos that characterized the late '60s and anger at the way the media, television especially, had changed culture in negative ways. Drugs and violence were strong negative forces in the late '60s and still are, but the producers of ""Head"" want you to know that poor ""information"" is a far greater danger.Wars have been attributed to hoaxes and lies. What perfect way to spread disinformation than through TV? Repeatedly, the mysterious black box is seen as an obstacle to The Monkees and seemingly, all of us as well. In one scene, Peter is sullenly sitting in a saloon holding a melting ice cream cone, and is asked by a fellow Monkey, ""What's wrong?"" ""I bought this ice cream cone and I don't want it."" The movie suggests that the first purpose of the media is NOT to inform, but to sell en mass blindly. ""Head"" goes further: put any idea into someone's head, and merrily goes he.The filmmakers know this, and the danger is real. ""Head"" is either a movie that creates itself ""as we go along"", or is a deliberate statement. Perhaps, perhaps not. Maybe it is just ""Pot meets advertising"", as critics scathed in 1968. The jokes are on The Monkees and us. Be careful what you ask for, you may get it.Cheers: A true guilty pleasure. Very funny. Intelligent. Will please the fans. Find the substance, it's there. Unabashedly weird. Bizarre collection of characters. Good tunage. Length is appropriate. Lots of great one liners, including my all time prophetic favorite: ""The tragedy of your times, my young friends, is that you may get exactly what you want.""Caveats: Dated. Drugs. No plot. No linear delivery of any thought in particular. At least twenty-five stories that interweave in stop-and- go fashion. So, may easily frustrate. May seem pretentious to some. People who can't stand The Monkees need not watch, though that in itself is no reason to avoid it. The psychedelic special effects may kill your ailing picture tube or your acid burnt- out eyeballs.Match, cut.",positive
"Although at first glance this movie looks like the story of your parent's high school life (and many people will try to tell you that this movie is WAY outdated)... and I admit that that was MY first impression.... but honestly,the 'lessons' that are learned by the heroes/heroines are def. NOT outdated. Who doesn't want to be famous? And who doesn't want do be accepted my their peers? And the homosexual guy-isn't there a whole controversy today about gay marriage, blah, blah? This movie, though released in the 80's still addresses some of the biggest issues in today's world. This movie does have a little too much profanity and nudity for my taste, though. (thus the 8/10 rating)",positive
"The 40 Year Old Virgin, is about Andy Stitzer, a forty year old man who works in an electronic store and doesn't have much of a social life and is very awkward around women. Some of his co-workers at the store invite him out one night and they discover that Andy, is still a virgin so they plan to help him lose his virginity. One day in the store Andy, meets a woman named Trish, who gives him her phone number and eventually Andy, works up enough courage to go on a date with her and they start to really like each other but Andy, is still very awkward when it comes to sex and he is going to have to tell this to Trish, much to his embarrassment if he can actually get up enough courage to tell her before things get awkward. The 40 Year Old Virgin, has good direction, a good script, good comedic performances by the whole cast, good cinematography and good film editing. The film stars and is co-written by Steve Carell, who does a very good comedic breakthrough performance and his writing for the film is very good too. I was very pleasantly surprised with this film. It is sweet, funny, entertaining, fun, enjoyable, clever, good natured and a good time. This film is just as good as this year's Wedding Crashers, and both films are two of the best comedies I have seen in awhile. The 40 Year Old Virgin, really showcases a lot of talent and it is put to good use and it works as a comedy and a romance and it is sweet and a lot of fun. One of the biggest surprises and one of the best comedies of the year.",positive
This is about as good as gone with the wind was.I love this movie I could watch it over and over again.Scarlett always gets what she wants no matter what the cost.She tries real hard to forget Rhett but she just can't do it. She loves him so much. This is a story of real true love.It started in gone with the wind and ended up in this movie.The only real way to end this movie for real true love.Was to have Scarlett and Rhett back together at the end.And thats the way it ended with them back together with their daughter.What more could you ask for. There's not a better ending to this great love story than this.What else can i say about this great movie.,positive
"A routine mystery/thriller concerning a killer that lurks in the swamps. During the early days of television, this one was shown so often, when Dad would say ""What's on TV tonight?"" and we'd tell him ""Strangler of the Swamp"" he'd pack us off to the movies. We went to the movies a lot in those days!",negative
"This movie had to be the worst horror movie I have ever seen. The acting was terrible, Horrible and cheesy and talk about a predictable plot! I will never watch this movie again nor will I recommend this movie to anyone. What a waste of time! First, as soon as the movie began I realized what I got myself into. All they did for this movie was copy scenes from many other horror movies out there and bunched them all into this one movie. The prank phone calls, halloween night, a psycho, and one knife! Its absolutely ridiculous. I was not scared at all during the movie, which I thought horror movies were supposed to do. As for the making of the movie, its pretty hilarious how they all talk about how this movie was so great and so scary. I mean how do you not realize that the movies is a cheap rip off of ""Scary Movie"" for example. At least get some good actors in there and then maybe it would have been pulled off as a good horror movie.",negative
"Another fabulous movie from Catherine Breillat, this time about the difficulties of shooting a sex scene in a movie. Using comedy  a new genre for Breillat  we get a backstage view of filmmaking but in documentary style. The character who plays the director in the movie is based on Breillat, the sex scene in question is taken from her earlier film A Ma Soeur' as is the main teenage actress. But the film, like all of Breillat's work, is not entertainment alone. It is peppered with philosophical observations on the nature of sexuality as well as demonstrating a devotion to purity' (as opposed to pornography) that is a cornerstone of Breillat's work and a devotion to real emotion. We see the director character harangue the young lead actress and actor to bring the best out in them, hypnotising them into the parts they need to play, bringing out part of themselves that the director can see in them but they cannot see in themselves until they achieve the heights of acting that she demands of them. She makes meaningful movies, not titillation, but she shows the work that is needed to produce this, and so gives us insights both into the (decidedly French) film making process and the psychology of male  female sexuality.",positive
"I can't really say what I think about this movie, its against the guidelines, I've watched many many films, and this has got to be the worst one yet, Extremely low budget, I'm guessing all the money went into the slaughter house scenes, cause I could of did a better job with a b&w 8mm camera and a crew of monkeys. It was so bad I registered just to leave a comment, cause I had to tell someone, movie rental place wasn't enough. But this is my 2 cents worth, I suggest borrowing it from some poor sap who rented it and watch it yourself. Cause i sure wouldn't waste the money on it myself again. Now i leave you with this comment. I hope your not made at the rental place when they wont refund you your money .. =)",negative
"When this cartoon first aired I was under the impression that it would be at least half way descent, boy was I wrong. I must admit watching this cartoon is almost as painful as watching Batman and Robin with George Clooney all those years ago. I watched a few episodes and two of them had Batman literally get his ass kicked left and right by the Penguin who fought like Jet Li and beat the crap out of Batman and I watched another episode where Batman got his butt kicked again by the Joker, who apparently was using Jackie Chan moves while flipping in the air like a ninja. Since when were the Joker or the Penguin ever a match for Batman ? and worse yet when were Joker and Penguin Kung Fu counterparts of Jackie Chan and Jet Li. It's truly embarrassing, depressing and sad the way the image of Batman is portrayed in this show. The animation is awful and the dialog is terrible. Being a Batman fan since my boyhood I can honestly and strongly advise you to stay away and avoid this show at all cost, because it doesn't project the true image of Batman. This cartoon is more like a wannabe Kung Fu Flick and if you really wanna see a classic Batman cartoon I strongly recommend Batman the Animated Series, but this cartoon is nothing more than a piece of S---T! Get Batman: The Animates Series and don't waste your time with this cartoon.",negative
